"Selected Filters: All States | All Programs"
""
"Total Funding: $9,835,080,336"
"Number of Grants: 12,702"

"Grantee Name","Grant Number","Program Name","City","State","ZIP Code","County","Congressional District","Award Fiscal Year","Award Funding"
"Little River Medical Center, Inc.","H8DCS36268","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Little River","SC","29566-9138","Horry","SC-07","2020","$1,356,230"
"Little River Medical Center, Inc.","H8ECS38821","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Little River","SC","29566-9138","Horry","SC-07","2020","$633,694"
"Little River Medical Center, Inc.","H8FCS41673","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Little River","SC","29566-9138","Horry","SC-07","2021","$8,044,875"
"Little Rivers Health Care, Inc.","C8ECS44018","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Bradford","VT","05033-4456","Orange","VT-00","2021","$561,171"
"Little Rivers Health Care, Inc.","H8CCS34508","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Bradford","VT","05033-4456","Orange","VT-00","2020","$53,939"
"Little Rivers Health Care, Inc.","H8GCS47793","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Bradford","VT","05033-4456","Orange","VT-00","2023","$27,500"
"Little Rivers Health Care, Inc.","H8LCS51997","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Bradford","VT","05033-4456","Orange","VT-00","2023","$12,427"
"Little Rivers Health Care, Inc.","H8DCS36214","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Bradford","VT","05033-4456","Orange","VT-00","2020","$594,125"
"Little Rivers Health Care, Inc.","H8FCS41429","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Bradford","VT","05033-4456","Orange","VT-00","2021","$1,260,375"
"Little Rivers Health Care, Inc.","H8ECS37647","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Bradford","VT","05033-4456","Orange","VT-00","2020","$181,744"
"LITTLE RIVERS HEALTH CARE, INC.","H8FCS41429","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Bradford","VT","05033-4456","Orange","VT00","2022","$65,500"
"LITTLE RIVERS HEALTH CARE, INC.","H8GCS47793","FY 2023 Expanding COVID-19 Vaccination (H8G)","BRADFORD","VT","05033-4456","Orange","VT00","2023","$100,048"
"Livingston Community Health","H8FCS40408","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Livingston","CA","95334-9593","Merced","CA-16","2021","$3,692,625"
"Livingston Community Health","H8GCS48185","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Livingston","CA","95334-9593","Merced","CA-13","2023","$27,500"
"Livingston Community Health","H8DCS35635","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Livingston","CA","95334-9593","Merced","CA-16","2020","$881,000"
"Livingston Community Health","H8CCS34214","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Livingston","CA","95334-9593","Merced","CA-16","2020","$67,459"
"Livingston Community Health","H8ECS38388","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Livingston","CA","95334-9593","Merced","CA-16","2020","$388,054"
"Livingston Community Health","C8ECS44258","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Livingston","CA","95334-9593","Merced","CA-16","2021","$712,465"
"Livingston Community Health","H8LCS51870","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Livingston","CA","95334-9593","Merced","CA-13","2023","$52,471"
"LIVINGSTON COMMUNITY HEALTH","H8GCS48185","FY 2023 Expanding COVID-19 Vaccination (H8G)","LIVINGSTON","CA","95334-9593","Merced","CA16","2023","$244,435"
"LIVINGSTON COMMUNITY HEALTH","H8FCS40408","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Livingston","CA","95334-9593","Merced","CA16","2022","$65,500"
"Livingstone Community Development Corporation","H8GCS48891","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Stanton","CA","90680-3944","Orange","CA-46","2023","$27,500"
"Livingstone Community Development Corporation","H8LCS50642","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Stanton","CA","90680-3944","Orange","CA-46","2023","$11,413"
"Livingstone Community Development Corporation","L1CCS39389","FY 2020 Health Center Program Look-Alikes:  Expanding Capacity for Coronavirus Testing (L1C)","Stanton","CA","90680-3944","Orange","CA-47","2020","$132,362"
"Livingstone Community Development Corporation","L2CCS42329","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Stanton","CA","90680-3944","Orange","CA-47","2021","$697,000"
"LIVINGSTONE COMMUNITY DEVELOPMENT CORPORATION","H8GCS48891","FY 2023 Expanding COVID-19 Vaccination (H8G)","STANTON","CA","90680-3944","Orange","CA47","2023","$63,526"
"LIVINGSTONE COMMUNITY DEVELOPMENT CORPORATION","L2CCS42329","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (L2C)","Stanton","CA","90680-3944","Orange","CA47","2022","$65,500"
"Logan-Mingo Area Mental Health Inc","H8GCS48874","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Logan","WV","25601-4058","Logan","WV-01","2023","$27,500"
"Logan-Mingo Area Mental Health Inc","H8LCS50634","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Logan","WV","25601-4058","Logan","WV-01","2023","$12,681"
"Logan-mingo Area Mental Health, Inc.","H8GCS48874","FY 2023 Expanding COVID-19 Vaccination (H8G)","LOGAN","WV","25601-4058","Logan","WV03","2023","$71,329"
"Logan-mingo Area Mental Health, Inc.","L2CCS42421","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (L2C)","Logan","WV","25601-4058","Logan","WV03","2022","$65,500"
"Logan-Mingo Area Mental Health, Inc.","L1CCS39433","FY 2020 Health Center Program Look-Alikes:  Expanding Capacity for Coronavirus Testing (L1C)","Logan","WV","25601-4058","Logan","WV-03","2020","$114,452"
"Logan-Mingo Area Mental Health, Inc.","L2CCS42421","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Logan","WV","25601-4058","Logan","WV-03","2021","$500,000"
"Lone Star Circle Of Care","H8LCS51495","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Georgetown","TX","78626-6821","Williamson","TX-31","2023","$329,076"
"Lone Star Circle Of Care","C8ECS44915","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Georgetown","TX","78626-6821","Williamson","TX-31","2021","$1,529,655"
"Lone Star Circle Of Care","H8CCS35285","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Georgetown","TX","78626-6821","Williamson","TX-31","2020","$152,291"
"Lone Star Circle Of Care","H8GCS48627","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Georgetown","TX","78626-6821","Williamson","TX-31","2023","$27,500"
"Lone Star Circle Of Care","H8GCS48627","FY 2023 Expanding COVID-19 Vaccination (H8G)","Georgetown","TX","78626-6821","Williamson","TX31","2023","$937,921"
"Lone Star Circle Of Care","H8FCS41294","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Georgetown","TX","78626-6821","Williamson","TX31","2022","$65,500"
"Lone Star Circle Of Care","H8DCS36475","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Georgetown","TX","78626-6821","Williamson","TX-31","2020","$2,473,925"
"Lone Star Circle Of Care","H8ECS38524","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Georgetown","TX","78626-6821","Williamson","TX-31","2020","$1,502,404"
"Lone Star Circle Of Care","H8FCS41294","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Georgetown","TX","78626-6821","Williamson","TX-31","2021","$19,841,875"
"Lone Star Community Health","H8LCS50939","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Conroe","TX","77304-4722","Montgomery","TX-08","2023","$96,723"
"Lone Star Community Health","H8GCS48337","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Conroe","TX","77304-4722","Montgomery","TX-08","2023","$27,500"
"Lone Star Community Health Center, Inc","C8ECS44012","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Conroe","TX","77304-4722","Montgomery","TX-08","2021","$861,669"
"Lone Star Community Health Center, Inc","H8CCS35316","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Conroe","TX","77304-4722","Montgomery","TX-08","2020","$80,802"
"Lone Star Community Health Center, Inc","H8DCS36449","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Conroe","TX","77304-4722","Montgomery","TX-08","2020","$1,152,230"
"Lone Star Community Health Center, Inc","H8ECS38390","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Conroe","TX","77304-4722","Montgomery","TX-08","2020","$591,514"
"Lone Star Community Health Center, Inc","H8FCS41737","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Conroe","TX","77304-4722","Montgomery","TX-08","2021","$6,586,125"
"LONE STAR COMMUNITY HEALTH CENTER, INC","H8FCS41737","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Conroe","TX","77304-4722","Montgomery","TX08","2022","$65,500"
"LONE STAR COMMUNITY HEALTH CENTER, INC","H8GCS48337","FY 2023 Expanding COVID-19 Vaccination (H8G)","CONROE","TX","77304-4722","Montgomery","TX08","2023","$374,701"
"Long Valley Health Center","H8LCS50727","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Laytonville","CA","95454-9744","Mendocino","CA-02","2023","$13,350"
"Long Valley Health Center","H8GCS47952","FY 2023 Expanding COVID-19 Vaccination (H8G)","Laytonville","CA","95454","Mendocino","CA02","2023","$68,836"
"Long Valley Health Center","H8FCS41478","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Laytonville","CA","95454","Mendocino","CA-02","2021","$971,000"
"Long Valley Health Center","H8GCS47952","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Laytonville","CA","95454","Mendocino","CA-02","2023","$27,500"
"Long Valley Health Center","H8FCS41478","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Laytonville","CA","95454","Mendocino","CA02","2022","$65,500"
"Long Valley Health Center","H8DCS35512","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Laytonville","CA","95454","Mendocino","CA-02","2020","$559,460"
"Long Valley Health Center","H8CCS34498","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Laytonville","CA","95454","Mendocino","CA-02","2020","$53,093"
"Long Valley Health Center","H8ECS38968","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Laytonville","CA","95454","Mendocino","CA-02","2020","$140,929"
"Long Valley Health Center","C8ECS44053","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Laytonville","CA","95454","Mendocino","CA-02","2021","$531,240"
"Longview Wellness Center, Inc.","H8GCS47620","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Longview","TX","75601-5602","Gregg","TX-01","2023","$27,500"
"Longview Wellness Center, Inc.","C8ECS43689","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Longview","TX","75601-5602","Gregg","TX-01","2021","$729,955"
"Longview Wellness Center, Inc.","H8CCS35269","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Longview","TX","75601-5602","Gregg","TX-01","2020","$82,746"
"Longview Wellness Center, Inc.","H8DCS36465","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Longview","TX","75601-5602","Gregg","TX-01","2020","$1,079,330"
"Longview Wellness Center, Inc.","H8ECS38043","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Longview","TX","75601-5602","Gregg","TX-01","2020","$411,904"
"Longview Wellness Center, Inc.","H8FCS40761","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Longview","TX","75601-5602","Gregg","TX-01","2021","$5,286,625"
"Longview Wellness Center, Inc.","H8LCS50915","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Longview","TX","75601-5602","Gregg","TX-01","2023","$107,100"
"LONGVIEW WELLNESS CENTER, INC.","H8GCS47620","FY 2023 Expanding COVID-19 Vaccination (H8G)","LONGVIEW","TX","75601-5602","Gregg","TX01","2023","$353,353"
"LONGVIEW WELLNESS CENTER, INC.","H8FCS40761","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Longview","TX","75601-5602","Gregg","TX01","2022","$65,500"
"Lorain County Health & Dentistry","H8LCS51729","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Lorain","OH","44052-3409","Lorain","OH-05","2023","$25,952"
"Lorain County Health & Dentistry","C8ECS43996","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Lorain","OH","44052-3409","Lorain","OH-09","2021","$667,684"
"Lorain County Health & Dentistry","H8CCS34874","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Lorain","OH","44052-3409","Lorain","OH-09","2020","$63,134"
"Lorain County Health & Dentistry","H8GCS48316","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Lorain","OH","44052-3409","Lorain","OH-05","2023","$27,500"
"Lorain County Health & Dentistry","H8GCS48316","FY 2023 Expanding COVID-19 Vaccination (H8G)","Lorain","OH","44052-3409","Lorain","OH09","2023","$205,915"
"Lorain County Health & Dentistry","H8DCS36672","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Lorain","OH","44052-3409","Lorain","OH-09","2020","$783,230"
"Lorain County Health & Dentistry","H8FCS40877","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Lorain","OH","44052-3409","Lorain","OH09","2022","$65,500"
"Lorain County Health & Dentistry","H8ECS38107","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Lorain","OH","44052-3409","Lorain","OH-09","2020","$326,989"
"Lorain County Health & Dentistry","H8FCS40877","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Lorain","OH","44052-3409","Lorain","OH-09","2021","$2,843,500"
"Los Angeles Christian Health Centers","H8LCS51973","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Los Angeles","CA","90015-4213","Los Angeles","CA-37","2023","$49,392"
"Los Angeles Christian Health Centers","H8FCS40511","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Los Angeles","CA","90013-1519","Los Angeles","CA-34","2021","$2,902,875"
"Los Angeles Christian Health Centers","H8GCS48770","FY 2023 Expanding COVID-19 Vaccination (H8G)","Los Angeles","CA","90013-1519","Los Angeles","CA34","2023","$160,915"
"Los Angeles Christian Health Centers","H8GCS48770","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Los Angeles","CA","90013-1519","Los Angeles","CA-34","2023","$27,500"
"Los Angeles Christian Health Centers","H8DCS35620","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Los Angeles","CA","90013-1519","Los Angeles","CA-34","2020","$776,315"
"Los Angeles Christian Health Centers","H8CCS34097","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Los Angeles","CA","90013-1519","Los Angeles","CA-34","2020","$65,169"
"Los Angeles Christian Health Centers","H8ECS38972","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Los Angeles","CA","90013-1519","Los Angeles","CA-34","2020","$266,404"
"Los Angeles Christian Health Centers","C8ECS43940","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Los Angeles","CA","90013-1519","Los Angeles","CA-34","2021","$616,885"
"Los Angeles Christian Health Centers","H8FCS40511","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Los Angeles","CA","90013-1519","Los Angeles","CA34","2022","$65,500"
"Los Angeles Free Clinic., The","H8FCS40673","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Los Angeles","CA","90048-3401","Los Angeles","CA-33","2021","$4,450,375"
"Los Angeles Free Clinic., The","H8LCS51862","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Los Angeles","CA","90048-3401","Los Angeles","CA-30","2023","$64,670"
"Los Angeles Free Clinic., The","H8GCS47657","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Los Angeles","CA","90048-3401","Los Angeles","CA-30","2023","$27,500"
"Los Angeles Free Clinic., The","H8GCS47657","FY 2023 Expanding COVID-19 Vaccination (H8G)","Los Angeles","CA","90048-3401","Los Angeles","CA33","2023","$210,487"
"Los Angeles Free Clinic., The","H8DCS36147","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Los Angeles","CA","90048-3401","Los Angeles","CA-33","2020","$994,535"
"Los Angeles Free Clinic., The","H8FCS40673","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Los Angeles","CA","90048-3401","Los Angeles","CA33","2022","$65,500"
"Los Angeles Free Clinic., The","H8CCS34042","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Los Angeles","CA","90048-3401","Los Angeles","CA-33","2020","$77,592"
"Los Angeles Free Clinic., The","H8ECS39016","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Los Angeles","CA","90048-3401","Los Angeles","CA-33","2020","$376,414"
"Los Angeles Free Clinic., The","C8ECS44448","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Los Angeles","CA","90048-3401","Los Angeles","CA-33","2021","$703,929"
"Los Angeles Lgbt Center","H8GCS48210","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Los Angeles","CA","90038-1213","Los Angeles","CA-30","2023","$27,500"
"Los Angeles Lgbt Center","H8DCS35757","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Los Angeles","CA","90028-6213","Los Angeles","CA-28","2020","$915,920"
"Los Angeles Lgbt Center","H8CCS34212","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Los Angeles","CA","90028-6213","Los Angeles","CA-28","2020","$71,710"
"Los Angeles Lgbt Center","H8ECS37913","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Los Angeles","CA","90028-6213","Los Angeles","CA-28","2020","$364,084"
"Los Angeles Lgbt Center","H8FCS40585","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Los Angeles","CA","90028-6213","Los Angeles","CA-28","2021","$3,998,125"
"Los Angeles Lgbt Center","H8LCS51248","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Los Angeles","CA","90038-1213","Los Angeles","CA-30","2023","$40,791"
"Los Angeles LGBT Center","H8GCS48210","FY 2023 Expanding COVID-19 Vaccination (H8G)","Los Angeles","CA","90038-1213","Los Angeles","CA28","2023","$185,269"
"Los Barrios Unidos Community Clinic Inc","H8GCS47859","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Dallas","TX","75212-4014","Dallas","TX-33","2023","$27,500"
"Los Barrios Unidos Community Clinic, Inc.","C8ECS44819","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Dallas","TX","75212-4014","Dallas","TX-33","2021","$792,787"
"Los Barrios Unidos Community Clinic, Inc.","H8CCS35344","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Dallas","TX","75212-4014","Dallas","TX-33","2020","$103,132"
"Los Barrios Unidos Community Clinic, Inc.","H8FCS40739","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Dallas","TX","75212-4014","Dallas","TX33","2022","$65,500"
"Los Barrios Unidos Community Clinic, Inc.","H8GCS47859","FY 2023 Expanding COVID-19 Vaccination (H8G)","Dallas","TX","75212-4014","Dallas","TX33","2023","$274,846"
"Los Barrios Unidos Community Clinic, Inc.","H8DCS36462","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Dallas","TX","75212-4014","Dallas","TX-33","2020","$1,376,540"
"Los Barrios Unidos Community Clinic, Inc.","H8LCS50772","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Dallas","TX","75212-4014","Dallas","TX-33","2023","$168,751"
"Los Barrios Unidos Community Clinic, Inc.","H8ECS38369","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Dallas","TX","75212-4014","Dallas","TX-33","2020","$497,584"
"Los Barrios Unidos Community Clinic, Inc.","H8FCS40739","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Dallas","TX","75212-4014","Dallas","TX-33","2021","$7,804,875"
"Loudoun Community Health Center","H8LCS51995","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Leesburg","VA","20176-4420","Loudoun","VA-10","2023","$106,235"
"Loudoun Community Health Center","H8GCS47857","FY 2023 Expanding COVID-19 Vaccination (H8G)","Leesburg","VA","20176-4420","Loudoun","VA10","2023","$170,041"
"Loudoun Community Health Center","H8GCS47857","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Leesburg","VA","20176-4420","Loudoun","VA-10","2023","$27,500"
"Loudoun Community Health Center","C8ECS44922","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Leesburg","VA","20176-4420","Loudoun","VA-10","2021","$637,808"
"Loudoun Community Health Center","H8CCS34330","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Leesburg","VA","20176-4420","Loudoun","VA-10","2020","$72,571"
"Loudoun Community Health Center","H8FCS41591","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Leesburg","VA","20176-4420","Loudoun","VA10","2022","$65,500"
"Loudoun Community Health Center","H8DCS36726","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Leesburg","VA","20176-4420","Loudoun","VA-10","2020","$870,035"
"Loudoun Community Health Center","H8ECS38260","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Leesburg","VA","20176-4420","Loudoun","VA-10","2020","$286,249"
"Loudoun Community Health Center","H8FCS41591","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Leesburg","VA","20176-4420","Loudoun","VA-10","2021","$3,976,500"
"Louisiana Primary Care Association Inc","HQCCS41868","FY 2021 American Rescue Plan Funding for Health Center Controlled Networks (HQC)","Baton Rouge","LA","70806-6508","East Baton Rouge","LA-06","2021","$260,000"
"Louisiana Primary Care Association Inc","U5FCS41799","FY 2021 American Rescue Plan Funding for State and Regional Primary Care Associations (U5F)","Baton Rouge","LA","70806-6508","East Baton Rouge","LA-06","2021","$242,408"
"Low Country Health Care System, Inc.","C8ECS44115","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Fairfax","SC","29827-7109","Allendale","SC-06","2021","$712,080"
"Low Country Health Care System, Inc.","H8GCS48760","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Fairfax","SC","29827-7109","Allendale","SC-06","2023","$27,500"
"Low Country Health Care System, Inc.","H8GCS48760","FY 2023 Expanding COVID-19 Vaccination (H8G)","Fairfax","SC","29827-7109","Allendale","SC06","2023","$219,568"
"Low Country Health Care System, Inc.","H8CCS34918","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Fairfax","SC","29827-7109","Allendale","SC-06","2020","$65,889"
"Low Country Health Care System, Inc.","H8DCS36284","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Fairfax","SC","29827-7109","Allendale","SC-06","2020","$854,060"
"Low Country Health Care System, Inc.","H8ECS38651","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Fairfax","SC","29827-7109","Allendale","SC-06","2020","$387,529"
"Low Country Health Care System, Inc.","H8FCS40614","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Fairfax","SC","29827-7109","Allendale","SC-06","2021","$3,538,250"
"Low Country Health Care System, Inc.","H8LCS51623","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Fairfax","SC","29827-7109","Allendale","SC-06","2023","$33,792"
"Lowell Community Health Center, Inc.","C8ECS43665","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Lowell","MA","01852-2103","Middlesex","MA-03","2021","$879,500"
"Lowell Community Health Center, Inc.","H8CCS34406","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Lowell","MA","01852-2103","Middlesex","MA-03","2020","$71,807"
"Lowell Community Health Center, Inc.","H8GCS48487","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Lowell","MA","01852-2103","Middlesex","MA-03","2023","$27,500"
"Lowell Community Health Center, Inc.","H8GCS48487","FY 2023 Expanding COVID-19 Vaccination (H8G)","Lowell","MA","01852-2103","Middlesex","MA03","2023","$328,837"
"Lowell Community Health Center, Inc.","H8FCS41040","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Lowell","MA","01852-2103","Middlesex","MA03","2022","$65,500"
"Lowell Community Health Center, Inc.","H8LCS51948","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Lowell","MA","01852-2103","Middlesex","MA-03","2023","$75,531"
"Lowell Community Health Center, Inc.","H8DCS35482","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Lowell","MA","01852-2103","Middlesex","MA-03","2020","$1,052,420"
"Lowell Community Health Center, Inc.","H8ECS38645","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Lowell","MA","01852-2103","Middlesex","MA-03","2020","$615,829"
"Lowell Community Health Center, Inc.","H8FCS41040","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Lowell","MA","01852-2103","Middlesex","MA-03","2021","$5,300,500"
"Lower Lights Christian Health","H8GCS47818","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Columbus","OH","43222-1352","Franklin","OH-15","2023","$27,500"
"Lower Lights Christian Health","H8LCS50908","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Columbus","OH","43222-1352","Franklin","OH-15","2023","$57,556"
"Lower Lights Christian Health Center Inc","C8ECS43684","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Columbus","OH","43222-1352","Franklin","OH-03","2021","$636,741"
"Lower Lights Christian Health Center Inc","H8CCS34879","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Columbus","OH","43222-1352","Franklin","OH-03","2020","$65,091"
"Lower Lights Christian Health Center Inc","H8DCS36669","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Columbus","OH","43222-1352","Franklin","OH-03","2020","$786,995"
"Lower Lights Christian Health Center Inc","H8ECS38643","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Columbus","OH","43222-1352","Franklin","OH-03","2020","$284,794"
